id,preco
49542,11707.0
83638,2819.75
71993,14280.74
8335,3806.19
64305,4039.79
21422,3004.93
76161,10151.25
1352,1772.77
92913,17691.0
45774,15327.27
73676,5062.83
37695,5522.81
67411,5136.22
3387,5156.52
65726,747.76
63302,13768.97
39612,13426.68
82713,1923.96
31347,2903.61
43550,5464.66
98034,3110.6
98181,6044.74
26115,8705.71
53224,1513.98
4023,12081.78
43344,4196.97
21698,6535.02
58628,11562.24
22072,5956.81
60677,3127.38
93478,8836.56
44992,2807.31
63165,6784.43
50425,3363.27
48236,7132.71
47663,8364.84
66532,5721.66
17420,10152.26
76512,3039.9
1244,22033.51
47132,10180.48
72096,8150.72
19395,3639.91
25474,3463.7
44503,5445.23
10970,5271.68
33094,1515.15
57114,5097.53
37991,10590.33
66813,22677.24
97888,4384.05
13206,3466.51
5399,14591.48
79147,16305.94
27494,2420.59
39822,4670.03
80537,7060.63
27200,8408.24
95517,11752.34
44056,8115.43
42954,1696.3
68745,2302.57
42971,16078.36
6883,3158.56
44641,1405.76
11883,2489.94
48354,12971.69
54568,1813.23
99178,18068.22
20683,5100.12
3760,13901.79
82870,4678.15
41843,1972.54
31149,7733.0
90750,6371.72
17145,5918.06
59831,6792.45
35603,4111.69
8811,12612.32
88787,4159.91
58921,7949.73
32557,8228.82
65940,2065.55
98099,16728.74
97462,13422.29
5004,13941.73
54093,9795.18
5003,17776.37
66515,1991.68
53903,1673.27
56832,2215.77
6676,4512.58
73495,3131.31
16109,2130.56
42736,19727.81
20221,7325.85
68304,5702.48
92692,1807.43
6451,1928.87
69761,3104.43
10978,6424.61
31454,4881.05
15486,14935.65
51920,8573.41
16263,8807.23
57877,12274.33
73183,4798.05
36592,812.45
85092,2915.55
61012,2254.98
62706,2116.46
88758,2494.9
75184,8922.74
88918,4025.69
18939,21516.02
58375,5684.14
41480,4622.56
85128,7233.56
33411,14296.55
61264,3373.51
44493,7350.74
41254,2504.88
65312,6393.77
64696,4019.91
53366,3475.19
48710,5327.2
27269,3301.61
8961,2134.3
45062,6221.27
29745,3859.99
66595,3892.38
96820,5778.41
63511,15233.49
55649,3215.73
47733,3006.04
71378,1832.55
35413,14749.26
40886,4482.21
22357,12030.64
69558,3066.93
52893,856.31
44858,897.95
8460,2954.05
98415,5398.91
87133,1693.64
24997,8135.61
8295,1099.99
67116,5806.12
72906,10158.62
32131,5750.78
51681,3354.82
86828,16248.15
14747,4688.68
35731,3563.88
13379,10195.0
31414,3703.21
12321,13924.66
53286,1946.41
78041,2379.78
87558,2357.59
57347,14090.74
57588,1285.26
16053,14986.12
66772,5449.96
1082,9829.75
30072,4283.8
2370,5269.95
94236,2129.01
9277,8918.75
94618,5932.13
8451,14546.97
54447,3274.59
61863,5258.21
3138,20345.94
49826,2278.86
92566,1351.75
39403,2181.87
38208,7199.94
97159,9012.96
73216,11798.56
28048,3232.61
18796,8623.16
27038,1589.3
35350,7266.16
57081,12970.26
25101,9393.77
43319,7394.25
53155,5966.56
90823,13371.02
48088,1515.33
88055,2487.33
36798,1778.99
53947,4340.33
66349,3453.37
20507,4333.44
48215,6475.77
75826,6817.45
24464,2332.22
13079,959.63
42634,3524.28
34581,2760.02
82832,2956.43
19490,2697.4
47933,1911.82
44170,6977.59
99399,1354.44
85881,5094.11
88183,6044.58
59356,3155.56
67276,6517.35
33374,3833.23
41154,1265.28
71506,10720.22
3479,9113.37
27940,2348.32
30947,15952.59
3799,7635.87
26594,9819.35
28659,3704.8
75815,5546.43
46691,1219.59
89786,2331.96
10323,5948.94
66941,6329.4
85065,4100.99
9778,3361.29
10619,2782.83
36125,3398.33
55987,7758.67
38019,3768.35
19868,9003.94
53803,6712.03
3979,2240.49
62287,7729.23
89031,1394.36
56152,6547.57
19916,697.57
20649,13856.33
76405,23593.81
17834,15018.68
82081,1629.13
9548,2385.27
70470,1924.19
83793,11688.94
32098,2120.76
2945,1524.38
66787,4694.87
77300,2959.74
48527,3368.1
99286,2949.14
62620,19515.47
77563,3559.02
24059,765.06
42546,9734.88
32247,12321.14
70866,2070.36
73704,6209.07
51424,1703.01
95872,7652.57
66862,6043.93
26053,8631.13
47194,2246.86
8971,5485.39
50560,11222.17
60373,1651.24
32025,4720.69
18886,5350.57
14569,1150.73
64252,2264.47
3189,2072.13
66074,9138.08
6179,2667.26
26130,4723.57
96902,1166.98
60244,2647.23
38103,6599.36
88289,9606.92
35415,6613.69
70368,9154.27
77076,1089.53
7560,1817.59
28695,3103.39
37573,12357.15
75331,11022.54
22906,4961.29
26852,20844.5
59454,1642.65
76080,4118.23
32153,12996.05
3709,1191.4
51913,5661.56
27238,6166.42
71580,9692.9
29223,6321.0
8996,11139.08
734,7602.38
52005,9293.5
22707,1873.96
78212,6388.31
73150,3728.67
94069,6541.47
15133,5819.81
97912,19574.93
90910,1778.42
59637,13223.69
32665,3307.25
52099,4668.85
97262,15259.64
13592,15468.33
34253,2255.27
85049,5488.94
98459,3555.74
58037,5275.01
24697,4004.48
5669,5273.29
60442,8457.14
65418,12574.03
74943,2123.35
40064,4326.56
67025,12084.53
65786,4023.67
46217,9738.1
73265,6701.88
61897,1188.93
52197,15899.02
46721,7585.81
29610,4464.59
54889,4022.62
77100,10698.0
83156,10893.49
58856,1906.31
33050,16164.6
48227,11106.81
55159,2346.76
62131,10089.77
23351,2578.59
96404,7621.81
91613,5090.25
38886,666.97
75514,1612.18
82681,5509.07
39910,2586.16
56228,3203.74
22718,2457.63
85053,5672.53
60728,1587.96
13767,4348.66
84212,2680.35
95257,1633.95
69533,9963.72
64322,13096.66
1626,3705.13
16381,1865.2
2111,5579.69
92705,14418.65
64088,4644.51
90863,3516.77
19167,10226.27
54606,2756.04
32527,1761.45
66777,2641.71
52195,8388.52
79717,2340.96
72477,5380.94
87565,9219.01
91451,1891.54
9344,2755.84
44290,3154.7
93889,5115.06
26901,17073.79
91249,7218.69
50771,16686.23
93915,5953.56
41236,13876.92
78099,2182.24
24956,1736.54
81334,6454.54
70602,17284.34
71002,13585.51
72767,7996.34
41722,2039.68
30291,5069.89
66139,14732.08
15339,1475.8
83046,8695.24
78575,3628.13
5714,10730.93
2636,3494.54
33671,3106.89
6551,6745.21
62792,3273.55
32812,7349.85
11801,2526.09
43353,5256.05
92240,2660.3
27076,5512.47
87941,1065.44
18265,6953.04
55588,4272.69
85603,11185.42
3772,726.91
28925,2157.45
22523,20097.66
46879,4452.11
84738,17012.56
83373,19327.44
94616,8372.24
91033,3086.74
39153,2484.22
45913,14311.54
97367,12315.27
29132,10532.71
82475,2972.75
82960,14694.37
68019,10864.41
84899,4608.5
28292,16837.47
82295,3005.41
26387,14636.65
90385,7677.16
44110,8452.08
69341,2730.19
91580,1058.81
16937,1528.09
80179,3661.14
95796,1360.61
10056,1474.65
49851,947.38
18648,7072.98
29869,2797.99
40499,14326.46
96198,18364.9
77269,11088.84
78482,20988.2
16527,1955.4
61811,5480.15
71769,14654.39
48598,5297.66
33026,1409.6
91624,18433.35
99201,7243.9
29834,4287.35
14956,16185.78
1897,1369.14
53349,11028.76
91903,1635.42
33422,3805.39
19190,6548.38
46129,2087.77
70727,7556.15
53014,2291.48
73375,5799.42
33874,4542.2
92991,3415.6
61575,4187.06
71627,13687.57
96546,11642.03
46422,2989.11
42754,2061.9
87862,5285.58
73942,2076.6
89740,17084.29
83625,2917.75
8292,1752.26
27703,1944.45
27624,4929.59
82670,16399.83
27477,1167.86
98256,1646.82
80129,9797.36
52916,4037.75
3518,4729.31
27404,2486.35
41513,2836.97
69912,5144.77
72456,6862.55
40543,2217.07
13528,2139.92
70228,3795.07
15848,9083.88
79882,8932.38
1224,3562.45
24906,6665.02
1086,6798.61
73442,7775.43
80414,11749.11
10092,8220.42
26025,2542.44
97478,2531.26
85463,12814.61
57301,1326.88
25686,12658.41
65219,2067.17
76733,6773.5
56577,16663.67
18574,5174.55
44139,4099.55
50063,7816.07
9857,1673.63
15676,1245.63
70658,16303.18
12386,1930.68
17631,5196.8
91936,2412.63
9409,13358.61
91213,6915.02
65839,6342.02
38573,1821.45
37368,14724.77
85419,2347.84
83761,2591.85
49634,12781.38
43070,3304.37
63035,2097.32
7902,1770.02
25037,5233.12
4739,6483.89
62970,5986.34
56273,16479.08
24703,2871.06
44709,2273.8
74896,13583.94
80308,3697.48
93047,3038.44
90573,1360.66
76527,11359.0
45643,3075.63
56490,18010.28
91502,2563.16
749,17090.17
76027,4870.71
66320,3043.97
63354,3422.56
25653,2157.2
16832,6541.97
4897,10740.45
44715,3897.65
40209,2696.17
67930,10375.5
10880,3849.36
98098,9877.26
38258,5366.53
13013,11886.25
93938,6635.6
93314,3419.97
90759,3035.11
55973,2707.53
68874,8402.36
91086,1845.46
53112,2534.03
20370,5061.53
9279,5452.61
65858,4060.88
43498,2770.24
33180,7747.54
48273,7188.98
94710,3364.41
52503,6889.3
79453,2149.43
37076,9704.4
11633,16359.94
83124,2379.32
81973,9579.25
56903,2604.97
56838,5199.95
13239,4684.8
59660,5046.92
9090,1969.32
29866,5468.8
43263,2327.57
8804,2194.87
37259,7718.52
83751,2930.39
66737,4328.16
89365,2861.6
47895,10740.69
75352,4427.47
81583,3026.6
24505,7599.51
43323,12402.02
41216,4139.72
29515,4329.55
60849,19308.79
28125,20598.05
80282,1703.09
71217,2079.39
97287,6342.62
65592,10253.25
37146,8543.43
70324,1718.83
16821,6585.64
73549,4104.76
20306,2779.64
38307,3424.43
48797,1110.9
32740,2170.86
16416,11378.62
74643,11678.11
1073,1427.73
83882,1663.94
21258,2045.88
36419,1867.7
59,9021.55
78563,2417.01
79096,4122.92
46150,6922.94
30895,14495.3
30163,3127.58
61959,1322.32
30175,15755.76
28499,5893.12
81543,16850.81
86885,2530.1
5779,13629.99
14735,3613.11
76239,2097.61
81975,1064.74
66380,4854.23
56662,13759.69
18061,16650.92
414,3111.15
91535,3725.9
4779,4289.81
65975,6092.09
61421,11198.82
29165,10219.82
65224,3213.24
68059,2686.15
46516,2026.48
76878,6901.15
63801,4800.11
83805,2852.49
83787,13711.03
24780,8324.35
33261,3500.62
35956,3381.78
90066,7858.71
30068,2166.01
48249,12910.88
4645,3286.65
5750,19592.8
64796,1199.74
23698,3726.81
33125,4737.81
36692,4674.63
82315,10880.17
29787,2246.84
84038,6503.09
61050,2875.84
73543,15541.12
33001,2853.48
49561,3044.88
1752,23155.23
92678,13531.26
37805,850.2
57690,6177.49
40290,3366.36
24365,1259.24
6938,4126.92
9335,12163.89
82312,7543.75
93701,7604.26
96338,1253.64
58961,1465.78
61558,19503.77
16818,14454.48
20017,12922.49
45249,6010.2
13102,869.69
38134,2905.59
62739,2929.01
76979,7827.67
69862,7325.7
94766,913.49
34826,16107.99
93651,2773.27
3563,8693.76
94237,5806.16
91184,3264.72
31025,1469.73
37307,6917.81
27838,9585.51
5518,7069.95
82804,15957.59
10849,8403.18
61787,9297.05
39570,2796.48
50211,4516.18
57738,3666.37
52249,9885.29
4084,17003.77
78256,2925.17
37653,2040.71
22896,1779.49
67135,1837.0
57753,13522.21
84358,6947.53
20304,11079.46
92184,2885.28
2716,3660.25
13611,2064.28
59123,17887.97
24656,1530.12
47523,11769.26
87026,5953.52
94938,3079.69
91916,10590.07
37831,14273.84
33192,2772.01
97740,1280.67
57040,3881.46
70762,1285.37
57880,6586.91
31494,1937.53
9226,3946.51
62988,13868.57
95746,5712.06
88806,2131.36
30993,12571.98
28195,1916.06
76274,3937.19
85118,2373.8
1057,3450.38
61329,773.7
68785,8813.38
77507,4170.2
90603,11143.55
27256,8215.28
67894,7468.24
43171,9702.33
58312,13501.73
65417,1097.45
44278,2361.67
60815,3219.89
55097,1940.06
14228,11993.35
49158,4710.46
38141,3195.63
50034,2883.34
27489,1469.54
26798,11190.54
18310,2901.18
51209,2332.87
63613,15326.8
1358,5324.09
36828,11808.15
89345,2866.15
43477,12855.36
55953,6779.52
99791,2682.78
79949,3285.82
76090,17937.67
54329,21314.21
52028,2585.58
31512,7295.85
79205,13461.44
83893,1286.33
60749,3815.58
7562,4409.19
81268,1610.22
65835,7604.45
99031,2625.06
5283,3641.63
38695,2593.26
37328,3717.34
64658,2017.12
94422,8651.05
20407,10552.97
1090,1813.27
78036,4538.07
23381,3649.83
98821,2552.45
21781,4217.36
28457,1395.24
6239,15938.05
35571,3727.53
53464,13793.88
76050,10426.82
49018,11162.72
2879,4602.54
34028,1225.91
18727,3761.68
77515,3394.02
2179,3446.41
81059,9907.06
14039,1212.42
41446,17767.23
31243,8066.2
14692,5208.45
29450,6874.41
78283,5300.15
62628,5242.19
49917,2231.96
44233,13452.12
26768,1939.74
67981,4765.31
81310,2029.53
66644,2552.49
24546,5239.51
32516,3127.57
49329,2289.28
7894,2298.35
18191,9283.82
92898,14885.11
90673,14011.81
90930,8470.47
58477,2946.98
99501,1742.21
93977,5682.82
40458,5645.34
83206,6727.72
61797,2918.59
35254,8893.77
99652,6865.2
73604,4799.75
74405,2217.43
82643,6391.91
3685,1756.22
29358,11987.84
13245,7802.63
34169,1967.4
8488,5798.19
14268,16269.11
35818,2654.65
58319,3039.59
71943,4118.58
7826,3021.99
82555,18501.18
88553,3132.48
72401,2160.54
90050,10700.96
67830,2183.14
22342,4525.96
78756,7523.36
50929,7983.78
2423,5583.8
29609,5875.26
91335,3628.38
82585,7029.21
8622,6765.61
36195,3017.27
92447,10801.1
56487,2535.0
77164,2923.67
2624,4024.16
86900,17913.22
89360,7286.07
45804,1908.09
36172,6066.27
18693,2303.05
40880,10110.82
76258,10304.06
50624,3458.19
61343,12438.45
1306,9795.69
90429,5677.12
1115,2091.84
96395,5888.19
98886,3243.94
63469,2193.3
58393,6030.91
91390,5025.25
66645,1231.53
75823,4478.54
32905,4683.1
48145,2594.65
73636,5806.38
97546,6433.11
93147,1388.66
6203,13440.79
16117,20720.79
38984,7859.35
86356,5765.68
55655,1541.54
26835,2831.75
32447,8283.87
66043,6701.06
7182,1722.1
44519,5241.48
43685,1648.43
97594,2464.95
88865,4294.55
8374,2181.67
73242,3394.73
72340,3366.98
52552,3672.36
55183,10289.72
53824,12684.17
89070,1706.15
20312,3713.59
25024,1121.37
23408,9729.02
10877,3957.25
12159,4525.65
44730,6022.8
41251,2297.61
3487,1952.2
74389,2128.55
64358,2572.71
69300,7187.74
84504,2788.33
77391,7781.32
22018,1668.17
64925,1825.87
61295,3671.08
22620,10638.74
70255,5624.34
13996,6405.63
97780,5456.06
30549,13935.83
82732,3385.47
8756,2190.07
60148,1609.64
85980,8391.67
32849,18651.56
32923,5372.76
21913,4391.55
61471,15616.39
28425,9021.17
7544,3830.23
98381,3556.87
39790,2609.01
46267,1993.76
93528,11626.27
15310,4040.03
42601,3576.18
39541,11419.63
76724,11706.85
5374,17517.43
37258,1977.11
43292,3084.34
46931,6478.21
63045,2460.9
66747,6694.0
39956,2445.14
92023,4030.94
15918,3674.85
74556,1110.79
14241,13229.89
12163,7322.02
80075,1746.65
61830,9254.55
73621,13265.89
35192,1227.66
68088,3607.8
99749,4805.48
8616,3457.91
46797,2943.2
42516,9120.03
1518,2986.53
35342,20091.63
80318,1334.28
18051,3339.59
8888,4580.56
54870,4152.25
68099,5186.92
95687,4399.78
55173,1432.32
12529,6743.03
61076,5239.93
32129,15256.32
17327,6287.4
26029,9970.54
69849,3212.6
18136,6930.27
40412,4323.16
66576,5284.25
72647,11646.57
86457,2385.44
47639,2379.26
93352,6097.6
55293,9519.83
16714,11325.13
63264,9182.87
89822,2589.05
28261,6297.97
96349,7648.18
2096,4938.46
77837,17282.02
47833,2173.46
18893,2485.52
70317,3144.55
67017,7833.41
79431,1853.31
47251,16131.36
59328,3272.36
13104,13337.62
23785,9894.69
68732,2192.97
27778,3762.54
46145,9943.79
8058,1923.92
55390,7152.96
8069,12322.57
79630,5619.05
70523,20657.66
90979,9237.65
98095,5417.61
71907,8999.99
41711,4579.47
41785,10773.28
92612,19410.17
91731,10091.68
84750,2143.13
29179,8011.3
79368,1246.65
31396,8813.83
75086,4788.5
30480,2242.01
23880,3146.34
58329,4232.38
16200,11056.4
39119,6906.1
38768,10415.34
10352,1646.53
58378,8212.05
29982,4180.5
55002,1865.66
69784,5768.27
40856,2149.26
90136,2047.06
75966,3050.42
90644,1642.54
63024,9070.51
86038,4208.9
23898,2015.96
28900,2722.06
43865,8473.76
15896,4999.63
50654,6739.22
52844,3619.52
97177,945.53
39258,5441.62
92799,1719.03
70787,8736.17
15118,8868.95
32317,6632.4
41849,12941.13
94229,2465.25
86309,4021.23
91717,5625.12
87167,2361.54
58658,4295.17
53245,1188.89
66051,8414.91
50627,1209.4
60056,740.06
29495,4984.4
44689,5652.71
47530,11914.36
71815,1652.53
98305,3766.17
49230,2170.63
53283,1919.82
53831,3402.9
42416,2068.75
18080,1248.64
80895,2971.0
11306,2399.02
41239,2680.08
50637,3634.64
52833,1812.58
57893,4457.4
78298,16514.58
67720,4631.19
7366,16626.81
61091,4853.38
93062,4023.91
86841,2704.12
67545,13122.46
13060,1554.07
52038,12888.16
16247,9595.32
2360,12597.13
20626,2399.59
78331,1027.94
34218,3994.85
28345,1240.53
46752,16416.49
86262,3116.35
34076,13593.53
99360,2133.98
91462,9255.72
92712,5012.14
11274,16130.67
85773,15596.29
73387,10858.98
9554,6864.42
23287,4390.16
15171,14870.26
69241,1526.83
47439,9053.27
6374,3985.11
33906,6714.31
81013,3799.95
814,5679.22
15437,4024.25
48801,10421.11
50619,6233.79
71497,2757.8
48131,8161.53
3995,12307.38
88143,18041.73
55428,20360.69
14324,13957.75
96564,7249.28
14417,9873.38
96842,4219.75
60506,10872.82
96746,2242.72
7468,6650.3
35808,4315.5
51507,14840.04
51290,1409.16
98028,6328.99
61100,6917.51
27262,19178.12
96004,14840.43
65650,831.14
50633,12600.96
74191,2298.85
91500,7420.07
53085,10532.26
32388,942.13
15457,10576.86
57351,2806.04
80249,10195.52
79263,1267.45
46396,1858.62
81548,1422.35
95060,4977.1
21620,4038.91
45829,6426.95
52985,4301.1
26963,7021.02
57049,10770.79
82642,7287.37
41950,6891.52
96818,4946.78
43779,1232.56
17720,2170.45
55751,6224.45
79374,18189.59
37867,3824.25
23859,14785.58
24336,2936.64
44063,7484.42
83662,4349.65
93573,5471.81
31962,2063.22
2666,5360.99
16273,10394.69
80377,2290.2
96921,3212.19
54008,13259.98
15949,10142.25
22560,3681.97
58495,2247.88
36909,5610.14
27150,8643.1
28328,11208.5
46457,1356.24
33350,2220.42
96492,8410.93
96035,14303.41
22425,3152.3
64692,4629.38
84926,1556.57
62256,12551.01
58447,9018.83
94088,3210.01
48188,4099.97
51629,13528.39
60552,2255.98
99094,1963.49
38902,18313.34
64468,3830.26
77083,11667.78
67095,7014.62
47638,2060.87
940,11430.78
21496,13190.39
48169,850.55
71699,1692.55
36900,2233.82
3573,13787.56
45011,2130.67
42437,3134.54
63382,24149.07
27124,4873.76
13172,2607.9
90358,14080.11
40032,2645.92
49322,20160.19
66994,4678.35
33910,6807.69
45474,1168.47
2874,4334.21
53772,2192.11
78841,1475.18
85180,2788.77
78874,1725.78
5492,2906.94
18087,1732.54
74128,5384.03
87540,1985.46
98899,4923.59
20279,6430.88
25963,6572.15
10408,15142.81
62289,5256.85
21677,10553.12
10204,9696.5
69085,8347.55
77929,10434.19
31207,2493.12
31100,6123.52
49266,5705.55
84713,2245.69
51802,2164.08
46813,12451.96
58533,1873.2
54787,4217.15
16069,5722.25
16791,1778.62
10322,7347.7
79078,1746.65
29309,1861.11
24467,4996.71
90874,8826.88
81854,731.28
33380,2733.61
13791,3115.77
31931,7147.47
90827,4670.72
20470,1413.6
86834,1347.36
99727,4853.84
1392,13461.77
2506,12300.12
77783,5844.52
88142,1617.32
49316,3141.89
92637,3493.32
18035,4820.71
30787,1771.71
58919,18413.94
62110,1837.18
10540,1662.89
5571,1694.82
62357,2702.42
67631,13527.58
91788,6880.33
4537,4646.92
34187,2295.14
9813,1767.09
99533,5422.85
4454,7066.07
14713,16734.76
37219,7526.97
75182,7631.82
55612,1527.32
16412,3441.25
8396,21135.52
14109,1824.23
27682,619.44
38735,12015.51
32755,14240.09
78927,7162.5
72529,4021.35
64910,1995.62
67558,9663.68
66031,10892.41
32958,2407.43
81066,10985.75
79282,4344.68
5068,10506.56
80443,3198.03
24817,3933.02
10202,7443.8
75476,4266.7
13475,1815.99
77455,1520.93
76948,3658.24
72645,1856.15
72315,6220.49
70217,6265.77
19522,2452.93
80700,10163.11
62251,6369.23
43379,3502.68
17653,4598.25
99669,15924.69
72366,3359.12
31678,4542.36
83434,13984.64
74013,4530.42
85209,666.44
50506,2220.41
78687,3408.6
8955,1986.52
57340,14045.36
78471,3283.83
69128,3029.03
26092,5650.34
6052,13945.32
6968,2890.53
1993,6267.08
3329,11359.78
24219,15840.89
38540,1105.23
71102,35649.79
89872,2382.04
65665,15362.92
67376,3123.71
70666,2028.34
87263,2487.15
45440,4559.29
29863,5151.15
9776,2156.33
36657,6410.93
89713,2965.38
76742,18410.16
49742,6296.84
25266,1479.19
78346,7031.41
43137,3790.01
75658,13183.36
75318,1802.22
71044,6998.14
76991,8704.74
9159,2027.07
57779,12552.68
58240,8518.31
6987,3752.79
29175,3286.42
93079,1531.8
34618,7166.54
64914,3679.74
25483,12701.98
83232,3196.38
43347,12994.43
69102,15984.31
28893,2602.56
7644,3919.8
95291,2149.36
24955,2650.1
70125,12309.71
37055,10552.11
45250,1749.49
21250,3647.48
45867,5152.81
8005,4543.04
32601,966.66
39587,3660.08
72036,4246.23
46340,1906.76
29135,10176.27
40923,17047.6
22492,1215.49
54917,2323.59
43733,4077.62
64153,2820.86
64256,3214.04
52015,8113.82
15217,5726.58
72852,8224.03
88052,7727.7
98957,7543.4
31876,12682.11
82195,3313.18
550,2390.38
19751,1044.45
49403,11632.79
88504,11780.83
84079,5077.54
60299,1997.22
37078,9976.84
60316,4457.37
74071,4126.83
88122,819.39
30639,5434.31
19158,11762.18
35072,4562.61
60024,2336.3
47403,6774.03
62502,2884.22
54169,3546.91
8114,3702.45
93937,8762.57
89753,10522.26
23858,13064.01
92066,2431.53
95964,15790.21
95037,13938.28
59275,6865.21
37322,1959.94
20570,2917.23
28294,7808.51
98515,1862.42
76428,4029.46
22330,5329.29
4904,11802.38
87289,2124.96
51153,8118.64
16596,6636.67
61817,8286.95
76397,4354.52
79287,10230.48
85901,11961.63
83768,6639.92
16292,5339.1
54140,3784.56
8889,8353.25
85266,6752.34
71033,765.56
7228,1228.86
45860,6294.69
41820,2698.51
52446,4172.45
66218,19535.04
50127,919.81
54389,2899.88
82266,11948.83
2669,5754.61
93136,1743.67
88975,5622.35
88292,896.38
21668,1919.1
79698,6835.74
84199,3802.59
35434,4994.48
12558,1787.52
49852,3956.31
90784,5608.45
44577,13760.99
64833,5107.89
76711,6547.75
49327,8913.27
12549,2651.95
81241,1712.45
27345,2724.42
94125,1695.74
23485,11869.56
34573,4395.02
67271,13732.54
45846,3709.75
81300,3682.09
12522,3640.71
15740,4321.3
20597,8961.05
22177,3633.9
41074,2274.37
31649,5389.99
51426,5415.58
79931,4484.44
56042,8880.56
82023,6054.99
34756,10760.75
34483,5573.3
46269,13846.56
62664,3401.19
33041,11988.85
30130,2364.47
91340,2743.16
57026,1354.2
97136,2234.53
36144,8351.89
67848,9078.98
65407,1154.24
10124,2345.07
64081,1461.44
52765,12435.89
5692,8152.15
18085,13706.63
40356,3572.58
26927,6881.66
23703,5876.35
80526,1866.21
91443,5786.75
596,12255.89
5335,9136.03
58609,2103.41
28068,2783.94
59221,9002.9
68696,6032.85
99880,3641.17
8698,2921.62
77584,6272.43
34995,2510.7
26973,12603.38
68401,3271.27
71267,2474.26
34465,11922.62
61068,6427.46
22336,3635.89
50671,12293.45
50850,10978.2
77552,2446.75
87163,3178.27
97444,1492.37
